"Trcid";"Title";"Shortdescription";"Longdescription";"Calendarsummary";"Types";"Ids";"Locatienaam";"City";"Adres";"Zipcode";"Latitude";"Longitude";"Urls";"Media";"Thumbnail";"Datepattern_startdate";"Datepattern_enddate";"Singledates";
"d273fedc-979e-46d0-8cf7-2695fd7e3806";"Expositie: Beeldentuin";"Beeldenexpositie op en rond de RuÏne van Brederode  ";"Beeldenexpositie op en rond de RuÏne van Brederode  ";"donderdag 21 juli 2011 t/m zondag 21 augustus 2011 ma-zo: geopend";"Tentoonstelling";"2.3.14";"Ruïne van Brederode";"Santpoort-Zuid";"Velserenderlaan 2";"2082 LA";"52.424341";"4.623447";"http://www.kastelenhollandzeeland.nl";"";"";"21/07/2011";"21/08/2011";"";
"d27dff84-2594-4df6-be2f-3b0768c6fa85";"Amsterdam Swim";"De Amsterdam Swim is een Olympische 10 km open water zwem evenement en voert net als de Royal Amstel Swim, onder de zes historische bruggen en langs vele imposante gebouwen uit de 16e tot 21e eeuw en iedereen kan er aan meedoen.";"";"zondag 2 september 2012";"Sportevenement";"2.3.13";"Route: Amsterdam Swim";"AMSTERDAM";"Prinsengracht";"1017 KN";"52.367609";"4.882561";"http://www.amsterdamswim.com/";"http://media.iamsterdam.com/ndtrc/Images/20120604/875d6fec-c74e-4a4f-bcb8-82058a5d3dfc.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120604/875d6fec-c74e-4a4f-bcb8-82058a5d3dfc.jpg";"";"";"02/09/2012";
"d2e3d7aa-adb9-4f0a-8d76-59bbd03af2b6";"Nationale Gemalendag - Gemaal De Velserbroek";"Op zaterdag 12 mei 2012 is het Gemaal De Velserbroek weer geopend van 10.00-16.00 uur. Tijdens deze open dag is buiten van 11.00 -12.00 uur een optreden van Duo Leeghwater.";"Op zaterdag 12 mei 2012 is het Gemaal De Velserbroek weer geopend van 10.00-16.00 uur. Tijdens deze open dag is buiten van 11.00 -12.00 uur een optreden van Duo Leeghwater.<br /> <br /> Onder de naam Halte pompstation verzorgen zij een verrassend poldergeluid. Duo Leeghwater brengt muziek op bijzondere locaties, die daar in eerste instantie niet voor bedoeld zijn. Het duo ziet het als een uitdaging om de hele omgeving bij de voorstelling te betrekken: muziek, ruimte en landschap vormen &eacute:&eacute:n geheel.<br /> <br /> Het programma &lsquo:Halte Pompstation&rsquo: is ontstaan vanuit een gedeelde fascinatie voor gemalen, vaak prachtige gebouwen in een eenzame polder. Ze geven het unieke en karakteristieke polderlandschap vorm en zijn onmisbaar in de strijd tegen het water.<br /> <br /> Bij slecht weer op 12 mei wordt dit onderdeel verplaatst naar 8 september Open monumentendag.<br /> <br /> Op 12 mei 2012 is het gemaal dus weer te bezichtigen en de motor zal mogelijk enkele malen draaien.";"zaterdag 12 mei 2012, 10:00 - 16:00 uur";"Open Dag";"2.3.11";"Gemaal De Velserbroek";"VELSEN-ZUID";"Oostbroekerweg 15";"1981 LR";"52.435664";"4.677264";"http://www.gemalen.nl/deelnemers.asp";"http://media.iamsterdam.com/ndtrc/Images/20120423/9217b5e5-9ff0-4e60-a416-01206b02ff57.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120423/9217b5e5-9ff0-4e60-a416-01206b02ff57.jpg";"";"";"12/05/2012";
"d3cb2483-7e5b-4b6f-a227-a585eb62a3ac";"Het Roosvenster";" Pak je pen voor Po&euml:zie, een gedichtencursus in &nbsp:het Wherelant, Purmerweg 29B, 1441 RA Purmerend.  Info: www.wherelant.nl of www.roosvenster.nl    Het Roosvenster: Atelier voor tekst, voordracht en po&euml:zie.  Opgave via telefoon, mail of website    &nbsp:  ";" Pak je pen voor Po&euml:zie, een gedichtencursus in &nbsp:het Wherelant, Purmerweg 29B, 1441 RA Purmerend.  Info: www.wherelant.nl of www.roosvenster.nl    Het Roosvenster: Atelier voor tekst, voordracht en po&euml:zie.  Opgave via telefoon, mail of website    &nbsp:  ";"dinsdag 31 januari 2012 t/m dinsdag 31 januari 2012 ma: gesloten di: 20:00 - 22:00 uur wo-zo: gesloten";"Varia";"2.3.18";"Cultuurhuis Wherelant";"Edam";"Standerdmolen 16";"1135 LS";"52.510296";"5,063765";"http://www.roosvenster.nl";"";"";"31/01/2012";"31/01/2012";"";
"d3f335ac-afb2-4718-af1c-45bbba4b8fac";"Oud Goud";"Op Informatieboerderij Zorgvrij vindt iedere eerste zondag van de maand (van maart tot en met oktober) een concert plaats.";"Een mooi optreden van de Harmonie.";"zondag 7 oktober 2012, 13:00 - 15:00 uur";"Varia";"2.3.18";"";"VELSEN-ZUID";"Genieweg 50";"1981 LN";"52.432842";"4.679287";"http://www.spaarnwoude.nl/";"http://media.iamsterdam.com/ndtrc/Images/20120608/002fe296-d235-46d8-a8a9-25aad975d3cf.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120608/002fe296-d235-46d8-a8a9-25aad975d3cf.jpg";"";"";"07/10/2012";
"d3f53550-bd3b-409f-96ee-1f55282c5231";"Dressuurwedstrijd voor paarden en pony's";"De Gouwzeeruiters houden 10 juni 2012 de 2e dressuurwedstrijd van het jaar in de klasse B t/m M2 voor paarden en pony's. Deze wedstrijden worden gereden onder auspici&euml:n van de KNHS.   Bij deze dressuurwedstrijd rijden de Gouwzeeruiters wedstrijdruiters en wedstrijdruiters uit de wijde omgeving tegen elkaar. Zij rijden twee dressuur proeven in hun eigen klasse. Er wordt gereden in de klasse B t/m M2.    De basisleden, die tijdens de selectie wedstrijd van 22 april in de klasse B 175 punten of meer reden, en de L ruiters, rijden 1 proef tegen elkaar in ieders eigen klasse.    Kom ";"De Gouwzeeruiters houden 10 juni 2012 de 2e dressuurwedstrijd van het jaar in de klasse B t/m M2 voor paarden en pony's. Deze wedstrijden worden gereden onder auspici&euml:n van de KNHS.   Bij deze dressuurwedstrijd rijden de Gouwzeeruiters wedstrijdruiters en wedstrijdruiters uit de wijde omgeving tegen elkaar. Zij rijden twee dressuur proeven in hun eigen klasse. Er wordt gereden in de klasse B t/m M2.    De basisleden, die tijdens de selectie wedstrijd van 22 april in de klasse B 175 punten of meer reden, en de L ruiters, rijden 1 proef tegen elkaar in ieders eigen klasse.    Kom kijken hoe de ruiter /paard-pony combinaties hun wedstrijd rijden.   ";"zondag 10 juni 2012 t/m zondag 10 juni 2012 ma-za: gesloten zo: 09:30 - 17:30 uur";"Sportevenement";"2.3.13";"Gouwzeeruiters terrein sportpark Markgouw";"Monnickendam";"Cornelis Dirkz. Laan 348a";"";"52.449735";"5,045025";"http://www.gouwzeeruiters.nl";"";"";"10/06/2012";"10/06/2012";"";
"d42241d6-5a52-40a4-aa9b-c5a48e25a404";"Bijzonder Hollands";"Hoe bijzonder is Holland...? Dat vroegen de beeldend kunstenaars Roeland van Reem en Rian van Nieuwkerk zich af.";"Hoe bijzonder is Holland...? Dat vroegen de beeldend kunstenaars Roeland van Reem en Rian van Nieuwkerk zich af. Ze wilden er met meerdere kunstenaars over brainstormen en richtten in 2010 het kunstcollectief 'Bijzonder Hollands' op. Drie kunstenaars van verder uit het land, Ger Zaagsma, Julia van Steden en Mieke van Zundert, namen de uitdaging aan. In de expositie laten de vijf zien wat voor hen 'Bijzonder Hollands' is.";"zondag 4 maart 2012, 11:00 - 17:00 uur zaterdag 10 maart 2012, 11:00 - 17:00 uur zondag 11 maart 2012, 11:00 - 17:00 uur dinsdag 3 april 2012, 13:00 - 17:00 uur";"Varia,Tentoonstelling";"2.3.18,2.3.14";"";"ZAANDIJK";"Lagedijk 39";"1544 BB";"52.474071";"4.813792";"http://www.hetweefhuis.nl";"http://media.iamsterdam.com/ndtrc/Images/20120229/7e74ada3-cb81-4548-bc0a-2c3cc763a11d.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120229/7e74ada3-cb81-4548-bc0a-2c3cc763a11d.jpg";"";"";"03/04/2012,04/03/2012,10/03/2012,11/03/2012";
"d44ac96f-ab80-4b95-b046-67e895b7877b";"Open Havendag";"Een open Havendag met een grote vari&euml:teit aan activiteiten: verkoop 2e hands bootspullen ten bate van de KNRM.   Kunst op de Haven, schilderijen met als thema IJsselmeer, objecten, jurken van papier kunt u bewonderen in de hal van de zeilmakerij en op het havenkantoor.    Proefvaren met zeilschool Waterland in de optimist.    Proefvaren met de schepen van Waterland Yacht Charter.   ";"Een open Havendag met een grote vari&euml:teit aan activiteiten: verkoop 2e hands bootspullen ten bate van de KNRM.   Kunst op de Haven, schilderijen met als thema IJsselmeer, objecten, jurken van papier kunt u bewonderen in de hal van de zeilmakerij en op het havenkantoor.    Proefvaren met zeilschool Waterland in de optimist.    Proefvaren met de schepen van Waterland Yacht Charter.   ";"zaterdag 28 april 2012 t/m zaterdag 28 april 2012 ma-vr: gesloten za: 10:00 - 16:00 uur zo: gesloten";"Open Dag";"2.3.11";"Jachthaven Waterland";"Monnickendam";"Galgeriet 5";"";"52.459933";"5,040738";"http://www.jachthavenwaterland.nl";"";"";"28/04/2012";"28/04/2012";"";
"d470df66-ef7c-4f9e-a385-ef3eb4946515";"Zaanse Kinderboekenmarkt";"'Griezelen', dat is het thema van de negende Zaanse Kinderboekenmarkt op de Zaanse Schans. Zondag 10 juni is het weer zo ver! Het jaarlijkse kinderevenement biedt een dag vol leuke doe-, luister- en kijkactiviteiten.    ";"<p>'Griezelen', dat is het thema van de negende Zaanse Kinderboekenmarkt op de Zaanse Schans. Zondag 10 juni is het weer zo ver! Het jaarlijkse kinderevenement biedt een dag vol leuke doe-, luister- en kijkactiviteiten.&nbsp:<br /> <br /> Tijdens de kinderboekenmarkt zijn er talloze stands waar je veel keuze hebt uit goede kinderboeken voor een mooie prijs.&nbsp:Maar er is nog zoveel meer te beleven. Op de podia is altijd wel wat bijzonders te zien en er zijn veel leuke activiteiten.&nbsp:</p>";"zondag 10 juni 2012, 10:00 - 17:00 uur";"Varia";"2.3.18";"";"ZAANDAM";"Schansend 7";"1509 AW";"52.473702";"4.823114";"http://www.zaansekinderboekenmarkt.nl/";"http://media.iamsterdam.com/ndtrc/Images/20120502/e810e12a-7d1a-4418-be5f-094997f0e108.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120502/e810e12a-7d1a-4418-be5f-094997f0e108.jpg";"";"";"10/06/2012";
"d48f6b08-735f-4d67-bca7-ebd16c1e2b4d";"Kermis Zaandam";"Van 7 tot en met 16 september 2012 kun je weer zwaaien, draaien, botsen, griezelen en nog veel meer tijdens de kermis in Zaandam!";"Van 7 tot en met 16 september 2012 kun je weer zwaaien, draaien, botsen, griezelen en nog veel meer tijdens de kermis in Zaandam!";"vrijdag 7 september 2012 t/m zondag 16 september 2012 ma-zo: geopend";"Kermis";"2.3.8";"";"ZAANDAM";"Dam";"1506 BC";"52.439168";"4.824245";"";"http://media.iamsterdam.com/ndtrc/Images/20120215/37cf1e8c-f4ea-4cd8-9e94-908c1b6fa552.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120215/37cf1e8c-f4ea-4cd8-9e94-908c1b6fa552.jpg";"07/09/2012";"16/09/2012";"";
"d4a1a47c-ca24-4d1b-a675-204871331cf6";"Straatfeest en Barbecue";"Straatfeest en Barbecue";"";"zaterdag 9 juli 2011 t/m zaterdag 9 juli 2011 ma-zo: geopend";"Varia";"2.3.18";"Marowijnestraat";"Santpoort-Noord";"";"";"52.433638";"4.632713";"";"";"";"09/07/2011";"09/07/2011";"";
"d4a5d781-1d8a-4b7d-9c46-639ecee17a89";"Amstelveen";".";".";"";"Excursie,Wandeltocht";"2.7.2,2.3.17";"Amstelveen";"Amstelveen";"Van Heuven Goedhartlaan 636";"1181 LP";"52.312621";"4.869461";"http://www.ivn-amstelveen.nl";"";"";"";"";"";
"d4bdbbe9-e1b2-44d2-a075-48d843f4b20d";"Expositie 'Het verhaal van de Watertoren Assendelft'";"Deze tentoonstelling laat schilderijen, tekeningen, foto's, teksten en dergelijke zien over de Watertoren in Assendelft. De tentoonstelling is samengesteld met dank aan de bewoners van de Zaanstreek.  ";"Deze tentoonstelling laat schilderijen, tekeningen, foto's, teksten en dergelijke zien over de Watertoren in Assendelft. De tentoonstelling is samengesteld met dank aan de bewoners van de Zaanstreek.  ";"zaterdag 26 maart 2011 t/m zondag 27 maart 2011 ma-zo: geopend";"Tentoonstelling";"2.3.14";"Cultureel Raadhuis";"Assendelft";"Dorpsstraat 382";"";"52.466034";"4.740166";"http://www.watertoren-assendelft.nl";"";"";"26/03/2011";"27/03/2011";"";
"d4d1e6bd-c5d1-480a-a88c-975aa1810753";"Koninginnedag binnenstad: Tonnenrace";"Ook dit jaar weer de spectaculaire Tonnenrace op 't Prooyen ter hoogte van de werf van de fa. Leguit en Roos en de charterboten van de bruine vloot. Deelnemers moeten de houten wijntonnen over een parcours rollen, waarin allerlei hindernissen zijn verwerkt. Er wordt twee-aan-twee gestreden en de snelste tijd bepaalt de winnaar. Dit levert voor de toeschouwers veel spektakel en spannende momenten op. De deelnemers gaan voor de eeuwige roem en iedereen is van harte welkom om mee te doen. Opgave ter plaatse om 12.45 uur bij Cees Beets en is gratis. De Tonnenrace wordt georganiseerd door buurt";"Ook dit jaar weer de spectaculaire Tonnenrace op 't Prooyen ter hoogte van de werf van de fa. Leguit en Roos en de charterboten van de bruine vloot. Deelnemers moeten de houten wijntonnen over een parcours rollen, waarin allerlei hindernissen zijn verwerkt. Er wordt twee-aan-twee gestreden en de snelste tijd bepaalt de winnaar. Dit levert voor de toeschouwers veel spektakel en spannende momenten op. De deelnemers gaan voor de eeuwige roem en iedereen is van harte welkom om mee te doen. Opgave ter plaatse om 12.45 uur bij Cees Beets en is gratis. De Tonnenrace wordt georganiseerd door buurtvereniging Dammers & Dijckers.  ";"maandag 30 april 2012 t/m maandag 30 april 2012 ma: 13:00 - 14:00 uur di-zo: gesloten";"Varia";"2.3.18";"Schulpzand-Prooyen";"Monnickendam";"";"";"52.455569";"5,039232";"";"";"";"30/04/2012";"30/04/2012";"";
"d536ce78-d284-4b29-82db-4d7be5f658f5";"Vlootdag Monnickendam";"Op zondag 3 april kunt u de traditionele klippers en tjalken (normaal te huur voor dagtochten en meerdaagse zeilreizen) van binnen en buiten zien. Natuurlijk worden de zeilen gehesen voor een gratis, korte vaartocht. Op de kade vindt u onder meer de Monnickendamse ijsschuiten, een visrookdemonstratie en een leuke kinderactiviteit. Gezellige muziek hoort daar natuurlijk bij!  ";"Op zondag 3 april kunt u de traditionele klippers en tjalken (normaal te huur voor dagtochten en meerdaagse zeilreizen) van binnen en buiten zien. Natuurlijk worden de zeilen gehesen voor een gratis, korte vaartocht. Op de kade vindt u onder meer de Monnickendamse ijsschuiten, een visrookdemonstratie en een leuke kinderactiviteit. Gezellige muziek hoort daar natuurlijk bij!  ";"zondag 3 april 2011 t/m zondag 3 april 2011 ma-zo: geopend";"Varia";"2.3.18";"Haven Monnickendam";"Monnickendam";"&apos:t Prooyen (t/o) 1-8";"1141 VD";"52.459334";"5,038727";"http://www.zeilvlootmonnickendam.nl";"";"";"03/04/2011";"03/04/2011";"";
"d552e4bd-fa1c-4d60-bd3a-62c7781ec553";"Wedstrijd SC Telstar - Cambuur Leeuwarden";"Deze wedstrijd vindt plaats in het TATA Steel Stadion.";"Voor een overzicht van het complete wedstrijdprogramma van SC Telstar kun je kijken op: www.sctelstar.nl.";"vrijdag 8 maart 2013, 20:00 uur";"Sportevenement";"2.3.13";"TATA Steel Stadion";"VELSEN-ZUID";"Tolsduinerlaan 10a";"1981 EG";"52.454892";"4.633967";"http://www.sctelstar.nl/";"http://media.iamsterdam.com/ndtrc/Images/20120703/fa95e3da-15f3-41fa-b654-b71aef4c03d9.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120703/fa95e3da-15f3-41fa-b654-b71aef4c03d9.jpg";"";"";"08/03/2013";
"d5708aba-3976-48ac-a38b-ff5dfab08c73";"Campina Boerderijdag";"Tijdens de Campina Open Boerderijdag kun je de koeien in de wei zien, al je vragen aan de boer stellen tijdens zijn rondleiding en ontdekken waar jouw Campina melk vandaan komt. Je kunt melk, vla of yoghurt proeven. Daarnaast zijn er nog veel meer leuke activiteiten! Diverse boerderijen in de buurt doen mee. Kijk voor meer informatie op de website van Campina Boerderijdagen.   ";"<div>Tijdens de Campina Open Boerderijdag kun je de koeien in de wei zien, al je vragen aan de boer stellen tijdens zijn rondleiding. En ontdekken waar jouw Campina melk vandaan komt. Je kunt melk, vla of yoghurt proeven. Daarnaast zijn er nog veel meer leuke activiteiten!</div> <div><br /> </div> <div>Diverse boerderijen in de buurt doen mee. Kijk voor meer informatie op de website van Campina Boerderijdagen.</div> <div><br /> </div>";"maandag 9 april 2012, 10:00 - 16:00 uur";"Open Dag";"2.3.11";"";"WESTZAAN";"Overtoom";"1551 PA";"52.435792";"4.772938";"http://www.campinaboerderijdag.nl/";"http://media.iamsterdam.com/ndtrc/Images/20120215/2b4e41c2-5517-430c-babe-2e9f5d40b215.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120215/2b4e41c2-5517-430c-babe-2e9f5d40b215.jpg";"";"";"09/04/2012";
"d5baf368-7a5e-4b5b-9f47-6b1f8eb76edb";"Samen spelen: Pimp je strandkleding!";"Ontwerp een sarong en pimp zo je strandkleding naar wens!";"Samen ontwerpen jullie een sarong in de kleuren die jullie mooi vinden. Experimenteer met knopen en cre&euml:er zo een omslagdoek voor op het strand. <br /> <br /> Deze activiteit is voor volwassenen en kinderen vanaf 7 jaar.<br /> <br /> Om zeker te zijn van deelname kun je een e-mail sturen naar: strandbibliotheek@bibliotheekvelsen.nl of bellen op 06 49368986. <br /> <br /> Bij activiteiten voor kinderen onder de 12 jaar is aanwezigheid van ouders en/of opvoeders verplicht.";"zondag 19 augustus 2012, 13:30 uur";"Workshop";"2.3.15";"Strandbibliotheek";"IJMUIDEN";"Kennemerstrand 178";"1976 GA";"52.456690";"4.563344";"http://www.bibliotheekvelsen.nl/";"http://media.iamsterdam.com/ndtrc/Images/20120816/deb36c1f-c4f0-4c7a-90cb-bac039547c51.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120816/deb36c1f-c4f0-4c7a-90cb-bac039547c51.jpg";"";"";"19/08/2012";
"d610e460-cb66-466c-9dad-aaa9a1631350";"Stadswandeling met gids door Oud Monnickendam";"Gratis stadswandeling met gids door Oud Monnickendam. (niet voor groepen) Vanaf 11 mei t/m 28 september 2012,verzamelen op vrijdag om 19.30uur bij de Speeltoren.   Wandeling voor groepen, ook in andere talen, mogelijk op ieder tijdstip gedurende het gehele jaar. Kosten &euro: 3,00 p.p. Min 6 personen.     Website organisator: http://www.oudmonnickendam.nl/   ";"Gratis stadswandeling met gids door Oud Monnickendam. (niet voor groepen) Vanaf 11 mei t/m 28 september 2012,verzamelen op vrijdag om 19.30uur bij de Speeltoren.   Wandeling voor groepen, ook in andere talen, mogelijk op ieder tijdstip gedurende het gehele jaar. Kosten &euro: 3,00 p.p. Min 6 personen.     Website organisator: http://www.oudmonnickendam.nl/   ";"vrijdag 15 juni 2012 t/m vrijdag 15 juni 2012 ma-do: gesloten vr: 19:30 uur za, zo: gesloten";"Wandeltocht";"2.3.17";"Oude Stad. Verzamelen bij de Speeltoren";"Monnickendam";"";"";"52.455569";"5,039232";"";"http://media.iamsterdam.com/ndtrc/Images/20111221/625d9f01-8173-4805-8463-d30d9f57f241.jpg";"http://media.iamsterdam.com/ndtrc/Images/20111221/625d9f01-8173-4805-8463-d30d9f57f241.jpg";"15/06/2012";"15/06/2012";"";
"d6146b48-9d11-404f-833d-930e6c4f7168";"Weirdoz NYE NewYears party";" Na een wereldwijde zomertour zijn de Weirdoz weer terug in Nederland om  hier 2011 af te sluiten en 2012 in te luiden zoals de Weirdoz dat doen.  Meer dan 15 dj's en mc's in 2 area's, special guests, sexy danseressen,  goodiebags, give-away's en drinkspecials. Weirdoz NYE 2011-2012    Peinzend denken we terug aan de tijd van het ongestoord en onbezonnen de dansvloer betreden, in de meest kleurrijke creaties. Lak hebbend aan  het gros, zonder dat blikken proberen te doden.    Fashionfreaks legden de lat voor het kuddevolk nu eenmaal hoog en wisten met bizarre vertoningen het kaf ";" Na een wereldwijde zomertour zijn de Weirdoz weer terug in Nederland om  hier 2011 af te sluiten en 2012 in te luiden zoals de Weirdoz dat doen.  Meer dan 15 dj's en mc's in 2 area's, special guests, sexy danseressen,  goodiebags, give-away's en drinkspecials. Weirdoz NYE 2011-2012    Peinzend denken we terug aan de tijd van het ongestoord en onbezonnen de dansvloer betreden, in de meest kleurrijke creaties. Lak hebbend aan  het gros, zonder dat blikken proberen te doden.    Fashionfreaks legden de lat voor het kuddevolk nu eenmaal hoog en wisten met bizarre vertoningen het kaf van het koren te scheiden: een vibe  veroorzakende, zoals alleen Now & Wow Rotterdam, Roxy Amsterdam en  de beginjaren van de powerzone die kende. Geen denkers maar durvers.  Geen muurbloempjes maar showstelers. Geen Plane Janes maar Weirdoz!   ";"zaterdag 31 december 2011 t/m zondag 1 januari 2012 ma-vr: gesloten za: 00:30 - 05:30 uur zo: gesloten";"Varia";"2.3.18";"De Bloemhof";"Aalsmeer";"Hornweg 187";"1432 GH";"52.271403";"4.794943";"http://beleefaalsmeer.nl";"http://media.iamsterdam.com/ndtrc/Images/20111208/facc3d65-01f5-4345-b04b-9e44059994a0.jpg";"http://media.iamsterdam.com/ndtrc/Images/20111208/facc3d65-01f5-4345-b04b-9e44059994a0.jpg";"31/12/2011";"01/01/2012";"";
"d653365a-88dc-4858-bee8-98bc0a8c3a59";"WonenPlus barbecue";"Op dinsdag 10 juli organiseren De Bolder en Wonen Plus een barbecue! Iedereen is welkom! U hoeft geen lid te zijn van WonenPlus. De kosten voor de barbecue bedragen &amp:euro:7,50, dat is inclusief drankjes op tafel. U kunt zich opgeven tot vrijdag 6 juli bij De Bolder of WonenPlus. We vragen u bij opgave direct te betalen.  ";"Op dinsdag 10 juli organiseren De Bolder en Wonen Plus een barbecue! Iedereen is welkom! U hoeft geen lid te zijn van WonenPlus. De kosten voor de barbecue bedragen &euro:7,50, dat is inclusief drankjes op tafel. U kunt zich opgeven tot vrijdag 6 juli bij De Bolder of WonenPlus. We vragen u bij opgave direct te betalen.  ";"dinsdag 10 juli 2012 t/m dinsdag 10 juli 2012 ma: gesloten di: 16:00 uur wo-zo: gesloten";"Varia";"2.3.18";"De Bolder";"Monnickendam";"'t Spil 1";"";"52.450329";"5,035974";"http://www.debolder.com";"";"";"10/07/2012";"10/07/2012";"";
"d65d8ed9-ee1f-468f-8016-1d7fe53e9fa4";"Workshop 'Van koe tot cakeje'";"Ga op stap met de boer: melk een koe, raap de eieren, maal het meel en bak hiervan je eigen cakejes. ";"Ga op stap met de boer: melk een koe, raap de eieren, maal het meel en bak hiervan je eigen cakejes. ";"zondag 13 november 2011 t/m zondag 13 november 2011 ma-za: gesloten zo: 13:30 - 16:00 uur";"Varia";"2.3.18";"Informatieboerderij Zorgvrij";"Velsen-Zuid";"";"";"52.460576";"4.651974";"http://www.spaarnwoude.nl";"";"";"13/11/2011";"13/11/2011";"";
"d6c9f00e-f9fc-4e4a-96cf-199d3e466109";"Koopzondag Purmerend";"Koopzondag Purmerend";"";"zondag 25 maart 2012 t/m zondag 25 maart 2012 ma-za: gesloten zo: geopend";"Koopavond";"2.3.22";"Binnenstad en Wijkwinkelcentra";"Purmerend";"";"";"51,963967";"5,872256";"";"";"";"25/03/2012";"25/03/2012";"";
"d6e3681a-5d73-4d7d-80e3-9719e65c65d3";"Braderie Wormerveer";"Op zaterdag 2 juni kun je heerlijk rondsnuffelen tijdens de braderie aan de Zaanweg en de Marktstraat in Wormerveer.";"Op zaterdag 2 juni kun je heerlijk rondsnuffelen tijdens de braderie aan de Zaanweg en de Marktstraat in Wormerveer.";"zaterdag 2 juni 2012, 10:00 - 17:00 uur";"Braderie,Markt";"2.3.2,2.3.10";"";"WORMERVEER";"Zaanweg";"1521 DH";"52.489352";"4.801506";"http://www.hollandsemarkten.nl/braderie/index.php%3Fnav_id%3D1.2.7%26b%3D7%26a%3Doverzicht";"http://media.iamsterdam.com/ndtrc/Images/20120215/41f42c52-5dd2-4376-87e3-d0f4741b2a35.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120215/41f42c52-5dd2-4376-87e3-d0f4741b2a35.jpg";"";"";"02/06/2012";
"d6e9dbb2-0248-4387-aaf0-e2a75141a94b";"Standwerkersconcours";" Tijdens de nazomerfeesten is het weer tijd voor het jaarlijkse standwerkersconcours! Tijdens de dinsdag markt wordt&nbsp:de kunst van het verleiden en de verkoopresultaten beoordeeld door een jury.&nbsp:De jury&nbsp:bepaalt welke standwerker dit jaar de kampioen van Purmerend wordt.   ";" Tijdens de nazomerfeesten is het weer tijd voor het jaarlijkse standwerkersconcours! Tijdens de dinsdag markt wordt&nbsp:de kunst van het verleiden en de verkoopresultaten beoordeeld door een jury.&nbsp:De jury&nbsp:bepaalt welke standwerker dit jaar de kampioen van Purmerend wordt.   ";"dinsdag 11 september 2012 t/m dinsdag 11 september 2012 ma: gesloten di: geopend wo-zo: gesloten";"Markt";"2.3.10";"Binnenstad";"Purmerend";"";"";"51,963967";"5,872256";"";"";"";"11/09/2012";"11/09/2012";"";
"d6ed3532-8475-4318-8348-e5a4f80fa943";"Zeevangspelers";"Tennisvereniging met ongeveer 350 leden. Trainer aanwezig, zowel prive als les in groepsverband mogelijk. De vereniging neemt met diverse teams deel aan zowel landelijke als districts- en kringcompetities. In weed 25 &quot:krommert toernooi&quot:.";"Tennisvereniging met ongeveer 350 leden. Trainer aanwezig, zowel prive als les in groepsverband mogelijk. De vereniging neemt met diverse teams deel aan zowel landelijke als districts- en kringcompetities. In weed 25 &quot:krommert toernooi&quot:.";"";"Sportevenement";"2.3.13";"Zeevangspelers";"Oosthuizen";"De Krommert 146";"1474 PV";"52.568122";"5,000321";"";"http://media.iamsterdam.com/ndtrc/Images/20110217/88ccfc66-2979-445d-bf08-b0b9c42e7600.jpg";"http://media.iamsterdam.com/ndtrc/Images/20110217/88ccfc66-2979-445d-bf08-b0b9c42e7600.jpg";"";"";"";
"d6f22daa-3464-41ad-846e-9abe6729fc92";"Biologische klok";"Wat is bijvoorbeeld de 24 uur cyclus van de mol? ";"Zowel planten en dieren hebben een biologische klok. Waarom hebben mensen last van een jetlag?";"maandag 1 oktober 2012 t/m maandag 31 december 2012 ma: gesloten di-za: 10:00 - 17:00 uur zo: gesloten Gesloten op zon- en feestdagen";"Tentoonstelling";"2.3.14";"";"VELSEN-ZUID";"Genieweg 50";"1981 LN";"52.432842";"4.679287";"http://www.informatieboerderijzorgvrij.nl/";"http://media.iamsterdam.com/ndtrc/Images/20120703/a0313e22-0a95-4a6d-aac2-a7fce53d3ea4.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120703/a0313e22-0a95-4a6d-aac2-a7fce53d3ea4.jpg";"01/10/2012";"31/12/2012";"";
